loan_amnt,int_rate,installment,emp_length,home_ownership,verification_status,dti,total_acc,earl_cr_line_t,loan_inc_pct,log_income,tempo_mes,status,status_repayment
20800,19.22,542.09,10.0,RENT,Verified,15.5,34.0,-211 days +00:00:00,0.25060240963855424,11.326595886778735,5.0,0,1
23800,12.12,530.87,3.0,MORTGAGE,Verified,15.63,17.0,-281 days +23:12:00,0.4016606473824552,10.989588567267166,56.0,0,1
30000,20.99,811.44,3.0,RENT,Source Verified,14.8,46.0,-168 days +14:24:00,0.5,11.002099841204238,4.0,0,1
35000,23.26,991.91,2.0,MORTGAGE,Verified,16.74,27.0,-174 days +12:48:00,0.15760813888429198,12.310746800696519,47.0,1,0
18000,18.55,462.49,5.0,RENT,Verified,19.79,34.0,-163 days +16:48:00,0.27692307692307694,11.082142548877775,13.0,0,1
18550,18.25,473.58,6.0,MORTGAGE,Verified,19.77,21.0,-213 days +23:12:00,0.4881578947368421,10.545341438708522,10.0,1,0
19200,18.55,493.32,2.0,MORTGAGE,Verified,17.75,32.0,-275 days +01:36:00,0.34285714285714286,10.933106969717286,45.0,0,1
16750,13.99,389.66,7.0,MORTGAGE,Verified,14.1,23.0,-105 days +12:00:00,0.37222222222222223,10.714417768752456,59.0,0,1
21500,12.12,479.57,7.0,MORTGAGE,Verified,11.98,20.0,-176 days +12:00:00,0.3644067796610169,10.985292722887856,54.0,0,1
13500,13.67,311.82,10.0,MORTGAGE,Source Verified,15.03,15.0,-89 days +18:24:00,0.38571428571428573,10.46310334047155,58.0,0,1
18000,12.12,401.5,5.0,OWN,Verified,25.19,17.0,-248 days +11:12:00,0.45,10.596634733096073,5.0,0,1
26000,13.99,604.84,1.0,RENT,Verified,11.09,19.0,-158 days +17:36:00,0.2549019607843137,11.532728092266408,59.0,0,1
30750,21.48,840.22,6.0,MORTGAGE,Verified,19.79,26.0,-172 days +14:24:00,0.49571189063709054,11.03540565991071,21.0,1,0
20500,13.67,473.5,10.0,RENT,Verified,6.86,16.0,-162 days +16:48:00,0.41,10.819778284410283,59.0,0,1
30225,13.11,689.42,10.0,OWN,Verified,16.85,22.0,-320 days +10:24:00,0.4977766798418972,11.01402841206951,16.0,0,1
31300,16.29,765.99,5.0,MORTGAGE,Verified,24.08,30.0,-183 days +08:48:00,0.4964723498210796,11.051600863765076,43.0,0,1
35000,18.55,899.28,2.0,MORTGAGE,Verified,9.08,26.0,-328 days +07:12:00,0.19662921348314608,12.089538829274222,18.0,0,1
21000,18.55,539.57,5.0,MORTGAGE,Verified,8.6,20.0,-270 days +04:00:00,0.14,11.918390573078392,55.0,0,1
28000,10.74,605.17,1.0,RENT,Verified,12.7,13.0,-172 days +14:24:00,0.18666666666666668,11.918390573078392,35.0,1,0
20700,20.5,554.2,8.0,RENT,Source Verified,14.51,48.0,-146 days +22:24:00,0.14785714285714285,11.84939770159144,11.0,0,1
18225,19.99,482.75,10.0,RENT,Verified,20.26,9.0,-284 days +23:12:00,0.4899193548387097,10.524064040261237,27.0,0,1
21600,19.22,562.94,5.0,RENT,Verified,18.1,22.0,-168 days +14:24:00,0.48,10.714417768752456,13.0,1,0
20000,17.99,507.76,6.0,RENT,Source Verified,15.16,17.0,-183 days +08:48:00,0.2702702702702703,11.211820372186306,23.0,0,1
20000,18.25,510.6,6.0,OWN,Source Verified,12.9,21.0,-141 days +00:00:00,0.25,11.289781913656018,3.0,0,1
20500,14.65,483.94,8.0,MORTGAGE,Verified,9.02,18.0,-153 days +20:00:00,0.312700204399158,11.09069052598609,59.0,0,1
24250,19.22,632.0,5.0,RENT,Verified,24.29,17.0,-160 days +18:24:00,0.4903844209419425,10.808737559293304,59.0,0,1
30000,22.45,836.27,4.0,MORTGAGE,Source Verified,11.98,49.0,-141 days +00:00:00,0.2,11.918390573078392,23.0,1,0
25000,20.5,669.33,10.0,RENT,Verified,17.27,28.0,-272 days +03:12:00,0.423728813559322,10.985292722887856,22.0,1,0
20675,12.12,461.16,8.0,RENT,Verified,27.49,41.0,-436 days +18:24:00,0.4922619047619048,10.645424897265505,52.0,0,1
29700,13.67,686.0,10.0,MORTGAGE,Verified,22.33,17.0,-190 days +07:12:00,0.495,11.002099841204238,46.0,1,0
25000,13.67,577.44,3.0,MORTGAGE,Verified,10.18,22.0,-211 days +00:00:00,0.4,11.042921835724492,51.0,0,1
16000,19.22,416.99,10.0,RENT,Verified,21.28,26.0,-266 days +04:00:00,0.3902439024390244,10.621327345686446,59.0,0,1
18000,12.12,401.5,10.0,MORTGAGE,Source Verified,12.93,31.0,-232 days +16:00:00,0.2222222222222222,11.302204433654575,59.0,0,1
20000,22.78,561.29,7.0,MORTGAGE,Verified,24.42,23.0,-175 days +12:48:00,0.29411764705882354,11.127262984158243,32.0,0,1
18000,13.99,418.74,3.0,RENT,Not Verified,20.42,20.0,-125 days +05:36:00,0.3300305223228061,10.906697173789732,59.0,0,1
10000,18.55,256.94,5.0,MORTGAGE,Source Verified,17.18,28.0,-77 days +22:24:00,0.11764705882352941,11.350406535472453,13.0,0,1
18000,20.5,481.92,8.0,MORTGAGE,Not Verified,15.28,38.0,-268 days +03:12:00,0.375,10.778956289890028,25.0,0,1
20000,13.67,461.96,10.0,MORTGAGE,Verified,12.27,32.0,-211 days +00:00:00,0.14814814814814814,11.813030057420567,59.0,0,1
35000,21.97,966.07,4.0,RENT,Verified,16.48,28.0,-266 days +04:00:00,0.2916666666666667,11.695247021764184,31.0,1,0
28000,21.97,772.86,10.0,MORTGAGE,Verified,12.62,45.0,-491 days +23:12:00,0.4867195104992352,10.96002706478233,59.0,0,1
25500,24.33,738.48,10.0,MORTGAGE,Verified,23.81,24.0,-196 days +05:36:00,0.5,10.839580911706463,27.0,0,1
18000,12.12,401.5,1.0,RENT,Source Verified,22.43,10.0,-210 days +00:00:00,0.4,10.714417768752456,4.0,0,1
35000,24.2,1010.95,9.0,MORTGAGE,Verified,22.88,27.0,-175 days +12:48:00,0.4666666666666667,11.225243392518447,34.0,1,0
25000,23.26,708.51,1.0,RENT,Verified,24.86,22.0,-88 days +19:12:00,0.5482456140350878,10.727662995502477,1.0,1,0
35000,21.48,956.35,3.0,MORTGAGE,Verified,20.07,35.0,-151 days +20:48:00,0.4375,11.289781913656018,60.0,0,0
16000,20.5,428.37,10.0,MORTGAGE,Not Verified,14.11,32.0,-142 days +22:24:00,0.1523809523809524,11.56171562913966,6.0,1,0
35000,19.99,927.1,10.0,OWN,Verified,10.3,14.0,-118 days +07:12:00,0.4666666666666667,11.225243392518447,60.0,0,0
22600,15.31,541.34,10.0,RENT,Verified,24.52,9.0,-160 days +16:48:00,0.42425380138914964,10.883128599911045,41.0,1,0
21700,13.99,504.81,10.0,MORTGAGE,Verified,23.2,40.0,-182 days +08:00:00,0.4822222222222222,10.714417768752456,55.0,0,1
18000,13.99,418.74,10.0,MORTGAGE,Source Verified,19.34,41.0,-225 days +18:24:00,0.17647058823529413,11.532728092266408,9.0,0,1
20000,20.99,540.96,5.0,MORTGAGE,Source Verified,4.1,11.0,-117 days +06:24:00,0.3076923076923077,11.082142548877775,27.0,1,0
23500,20.5,629.17,8.0,MORTGAGE,Verified,19.3,44.0,-197 days +03:12:00,0.23198420533070088,11.525841690236774,12.0,0,1
18000,19.99,476.79,4.0,MORTGAGE,Source Verified,15.6,29.0,-152 days +19:12:00,0.4,10.714417768752456,42.0,0,1
20000,10.74,432.26,2.0,RENT,Verified,18.0,20.0,-226 days +19:12:00,0.4,10.819778284410283,27.0,1,0
15500,13.67,358.02,7.0,RENT,Verified,17.03,23.0,-215 days +20:48:00,0.5004649480807977,10.340813019391282,60.0,0,0
18000,10.74,389.04,5.0,OWN,Verified,22.12,39.0,-105 days +10:24:00,0.288,11.042921835724492,5.0,0,1
19750,23.13,558.24,10.0,RENT,Verified,22.69,19.0,-373 days +14:24:00,0.4313074621650543,10.731842844242117,9.0,0,1
21000,19.22,547.3,10.0,MORTGAGE,Verified,13.87,30.0,-162 days +16:00:00,0.2916666666666667,11.184421397998193,52.0,0,1
16425,17.99,417.0,10.0,RENT,Verified,24.83,32.0,-119 days +05:36:00,0.51328125,10.373491181781864,37.0,0,1
20000,13.67,461.96,10.0,RENT,Verified,16.19,24.0,-280 days +00:00:00,0.32786885245901637,11.018629143155449,41.0,0,1
28000,18.55,719.43,5.0,MORTGAGE,Verified,22.4,44.0,-184 days +08:48:00,0.26666666666666666,11.56171562913966,17.0,0,1
30000,20.99,811.44,5.0,RENT,Verified,20.91,19.0,-270 days +02:24:00,0.4225352112676056,11.170435156023453,20.0,1,0
22000,18.55,565.26,9.0,RENT,Verified,11.18,31.0,-238 days +13:36:00,0.44,10.819778284410283,21.0,1,0
18000,12.12,401.5,3.0,MORTGAGE,Not Verified,27.0,32.0,-173 days +12:00:00,0.27692307692307694,11.082142548877775,29.0,0,1
20000,14.65,472.14,4.0,RENT,Verified,21.33,31.0,-161 days +16:00:00,0.5555555555555556,10.491274217438248,13.0,0,1
24000,21.67,658.36,10.0,RENT,Verified,5.26,13.0,-208 days +00:00:00,0.20869565217391303,11.652687407345388,1.0,0,1
21000,17.27,524.96,7.0,MORTGAGE,Verified,9.69,55.0,-165 days +14:24:00,0.38181818181818183,10.915088464214607,41.0,0,1
19000,19.91,502.44,10.0,MORTGAGE,Verified,12.28,8.0,-76 days +21:36:00,0.5,10.545341438708522,25.0,1,0
20000,14.65,472.14,10.0,MORTGAGE,Verified,19.64,33.0,-397 days +05:36:00,0.2070393374741201,11.47833402020061,60.0,0,0
24000,20.89,647.8,5.0,RENT,Verified,16.22,17.0,-188 days +07:12:00,0.25263157894736843,11.461632170582678,14.0,0,1
20000,13.49,460.1,10.0,MORTGAGE,Verified,14.46,31.0,-246 days +10:24:00,0.3076923076923077,11.082142548877775,26.0,0,1
16500,11.71,364.62,6.0,MORTGAGE,Source Verified,17.86,34.0,-169 days +12:48:00,0.19411764705882353,11.350406535472453,30.0,0,1
20000,19.42,523.45,7.0,MORTGAGE,Source Verified,12.88,23.0,-127 days +04:00:00,0.16666666666666666,11.695247021764184,12.0,0,1
30000,21.28,816.34,3.0,RENT,Verified,21.96,27.0,-198 days +03:12:00,0.4918032786885246,11.018629143155449,20.0,1,0
16000,13.49,368.08,10.0,RENT,Not Verified,10.33,8.0,-311 days +12:00:00,0.18823529411764706,11.350406535472453,46.0,0,1
20000,18.25,510.6,5.0,MORTGAGE,Source Verified,13.39,19.0,-117 days +06:24:00,0.2857142857142857,11.156250521031495,53.0,1,0
35000,20.3,933.14,1.0,MORTGAGE,Verified,16.56,26.0,-361 days +18:24:00,0.3888888888888889,11.407564949312402,32.0,0,1
25000,21.28,680.28,6.0,MORTGAGE,Verified,9.69,29.0,-221 days +20:00:00,0.46296296296296297,10.896739325546411,19.0,0,1
25000,23.13,706.64,7.0,MORTGAGE,Source Verified,5.33,21.0,-106 days +10:24:00,0.24752475247524752,11.522875795823397,36.0,1,0
20000,18.25,510.6,5.0,MORTGAGE,Verified,16.43,15.0,-67 days +00:00:00,0.2222222222222222,11.407564949312402,60.0,0,0
20000,17.27,499.96,6.0,RENT,Verified,12.89,22.0,-186 days +08:00:00,0.26455026455026454,11.233211562167625,57.0,0,1
18000,14.27,421.36,6.0,MORTGAGE,Verified,10.01,16.0,-162 days +16:00:00,0.5142857142857142,10.46310334047155,60.0,0,0
35000,20.3,933.14,6.0,RENT,Verified,20.45,23.0,-328 days +05:36:00,0.2532561505065123,11.836457190315707,38.0,0,1
26500,12.69,598.76,10.0,MORTGAGE,Verified,15.83,21.0,-187 days +07:12:00,0.31176470588235294,11.350406535472453,32.0,1,0
35000,21.67,960.11,1.0,MORTGAGE,Verified,17.25,27.0,-219 days +19:12:00,0.35,11.512925464970229,60.0,0,0
32000,11.71,707.15,1.0,RENT,Verified,18.86,21.0,-234 days +15:12:00,0.43243243243243246,11.211820372186306,60.0,0,0
17000,19.03,441.28,10.0,MORTGAGE,Source Verified,1.04,14.0,-150 days +20:00:00,0.3695652173913043,10.736396675471232,60.0,0,0
30000,20.3,799.84,7.0,RENT,Verified,10.73,21.0,-218 days +20:00:00,0.33707865168539325,11.396391648714276,49.0,0,1
33425,20.3,891.15,4.0,MORTGAGE,Verified,19.82,25.0,-293 days +19:12:00,0.4642361111111111,11.184421397998193,60.0,1,0
22000,16.77,544.04,1.0,RENT,Verified,12.92,23.0,-299 days +16:00:00,0.36666666666666664,11.002099841204238,20.0,1,0
19500,13.49,448.6,1.0,RENT,Source Verified,17.97,7.0,-161 days +16:00:00,0.4642857142857143,10.645424897265505,60.0,0,0
20000,16.77,494.59,10.0,MORTGAGE,Verified,13.72,28.0,-208 days +00:00:00,0.23529411764705882,11.350406535472453,30.0,0,1
11200,14.27,262.18,10.0,MORTGAGE,Source Verified,23.8,11.0,-197 days +03:12:00,0.22857142857142856,10.799575577092764,60.0,0,0
24000,22.35,667.64,10.0,MORTGAGE,Verified,19.46,30.0,-161 days +16:00:00,0.2553191489361702,11.451050061252142,60.0,0,0
16000,18.25,408.48,9.0,RENT,Verified,15.1,20.0,-244 days +12:00:00,0.3333333333333333,10.778956289890028,31.0,1,0
20800,17.58,523.45,7.0,RENT,Verified,17.31,28.0,-166 days +13:36:00,0.4622222222222222,10.714417768752456,24.0,0,1
20600,14.27,482.22,6.0,MORTGAGE,Verified,8.83,57.0,-316 days +09:36:00,0.0980952380952381,12.254862809699606,27.0,1,0
35000,14.27,819.3,10.0,MORTGAGE,Verified,18.18,22.0,-330 days +06:24:00,0.4807692307692308,11.195471234184778,55.0,0,1
24000,20.3,639.87,6.0,RENT,Verified,13.12,29.0,-224 days +18:24:00,0.22857142857142856,11.56171562913966,12.0,0,1
17000,16.77,420.4,10.0,MORTGAGE,Not Verified,22.42,20.0,-233 days +16:00:00,0.2833333333333333,11.002099841204238,60.0,0,0
18000,17.58,452.98,4.0,MORTGAGE,Not Verified,14.41,32.0,-88 days +17:36:00,0.34615384615384615,10.858998997563564,6.0,0,1
18250,18.25,465.92,9.0,MORTGAGE,Verified,21.55,38.0,-252 days +08:00:00,0.1983695652173913,11.429543856031177,15.0,1,0
13900,17.58,349.81,10.0,RENT,Source Verified,22.49,14.0,-103 days +12:00:00,0.19027247703144273,11.198942263625742,22.0,0,1
7400,15.96,179.8,10.0,MORTGAGE,Source Verified,7.15,23.0,-135 days +01:36:00,0.16444444444444445,10.714417768752456,60.0,0,0
32000,13.49,736.16,10.0,MORTGAGE,Source Verified,13.26,26.0,-207 days +00:48:00,0.4266666666666667,11.225243392518447,12.0,0,1
16000,11.71,353.58,9.0,RENT,Verified,24.53,24.0,-203 days +00:48:00,0.4104142618956009,10.570932235743701,60.0,0,0
21000,17.58,528.48,10.0,MORTGAGE,Verified,11.19,17.0,-260 days +06:24:00,0.3,11.156250521031495,16.0,1,0
20000,18.64,514.86,9.0,MORTGAGE,Source Verified,17.14,34.0,-196 days +04:00:00,0.2857142857142857,11.156250521031495,43.0,1,0
20000,17.27,499.96,3.0,MORTGAGE,Source Verified,7.05,9.0,-256 days +08:00:00,0.5,10.596634733096073,25.0,1,0
21000,17.27,524.96,2.0,MORTGAGE,Verified,24.28,25.0,-137 days +00:48:00,0.23333333333333334,11.407564949312402,9.0,0,1
28000,12.69,632.66,6.0,RENT,Verified,18.16,27.0,-122 days +06:24:00,0.32941176470588235,11.350406535472453,42.0,0,1
16000,11.71,353.58,6.0,RENT,Not Verified,13.7,26.0,-125 days +04:48:00,0.36363636363636365,10.691944912900398,13.0,0,1
17000,20.89,458.86,3.0,RENT,Source Verified,10.02,14.0,-197 days +04:00:00,0.3333333333333333,10.839580911706463,25.0,1,0
16875,11.71,372.91,3.0,OWN,Source Verified,9.57,15.0,-195 days +04:48:00,0.4115853658536585,10.621327345686446,60.0,0,0
13800,16.77,341.27,10.0,RENT,Verified,20.47,10.0,-78 days +21:36:00,0.32857142857142857,10.645424897265505,25.0,1,0
18000,20.3,479.9,1.0,MORTGAGE,Source Verified,14.35,56.0,-176 days +11:12:00,0.18,11.512925464970229,2.0,0,1
25475,19.03,661.26,5.0,RENT,Verified,17.45,13.0,-135 days +01:36:00,0.4631818181818182,10.915088464214607,60.0,0,0
16000,18.64,411.89,3.0,MORTGAGE,Source Verified,11.75,28.0,-212 days +23:12:00,0.16,11.512925464970229,60.0,0,0
23400,17.58,588.88,1.0,RENT,Source Verified,14.74,20.0,-107 days +10:24:00,0.2925,11.289781913656018,60.0,0,0
16000,18.64,411.89,10.0,MORTGAGE,Verified,8.48,23.0,-192 days +05:36:00,0.2,11.289781913656018,25.0,0,1
10500,18.64,270.31,4.0,MORTGAGE,Not Verified,11.19,40.0,-177 days +10:24:00,0.19090909090909092,10.915088464214607,3.0,0,1
16000,13.49,368.08,5.0,RENT,Source Verified,8.06,19.0,-143 days +22:24:00,0.15841584158415842,11.522875795823397,60.0,0,0
24350,12.69,550.19,10.0,RENT,Verified,20.95,17.0,-126 days +04:48:00,0.487,10.819778284410283,34.0,0,1
16000,18.64,411.89,10.0,RENT,Verified,14.37,26.0,-145 days +21:36:00,0.43243243243243246,10.51867319162636,14.0,1,0
11300,13.49,259.96,10.0,MORTGAGE,Source Verified,12.21,13.0,-338 days +03:12:00,0.1934931506849315,10.975071168816319,56.0,0,1
35000,20.89,944.71,6.0,RENT,Verified,9.0,58.0,-270 days +03:12:00,0.5384615384615384,11.082142548877775,32.0,0,1
18000,17.27,449.97,2.0,RENT,Not Verified,18.69,21.0,-149 days +20:48:00,0.48,10.532096211958502,34.0,0,1
18800,18.25,479.96,10.0,RENT,Verified,19.26,23.0,-130 days +02:24:00,0.31864406779661014,10.985292722887856,60.0,0,0
28000,22.35,778.92,10.0,MORTGAGE,Source Verified,7.13,30.0,-555 days +00:00:00,0.19444444444444445,11.877568578558138,40.0,0,1
20000,15.96,485.94,10.0,MORTGAGE,Verified,21.24,31.0,-319 days +10:24:00,0.18181818181818182,11.608235644774552,59.0,0,1
22000,11.71,486.16,10.0,MORTGAGE,Verified,11.97,25.0,-243 days +12:48:00,0.25882352941176473,11.350406535472453,60.0,0,0
18000,19.03,467.23,3.0,OWN,Source Verified,12.82,19.0,-136 days +01:36:00,0.36,10.819778284410283,30.0,1,0
16000,18.25,408.48,2.0,MORTGAGE,Not Verified,19.01,17.0,-131 days +02:24:00,0.24615384615384617,11.082142548877775,26.0,0,1
35000,19.03,908.5,10.0,MORTGAGE,Verified,11.0,15.0,-148 days +20:48:00,0.5384615384615384,11.082142548877775,9.0,1,0
18000,13.49,414.09,7.0,RENT,Not Verified,21.85,21.0,-208 days +00:00:00,0.46153846153846156,10.571316925111784,60.0,0,0
16000,19.03,415.32,5.0,RENT,Source Verified,22.27,25.0,-203 days +00:48:00,0.26229508196721313,11.018629143155449,58.0,0,1
28000,18.25,714.83,5.0,MORTGAGE,Verified,17.7,23.0,-136 days +01:36:00,0.3010752688172043,11.440354772135393,60.0,0,0
12800,12.69,289.22,1.0,MORTGAGE,Source Verified,29.59,19.0,-195 days +04:48:00,0.3657142857142857,10.46310334047155,53.0,0,1
24000,12.69,542.28,1.0,MORTGAGE,Verified,12.37,15.0,-130 days +02:24:00,0.25,11.472103470449973,37.0,0,1
5225,12.69,118.06,3.0,OWN,Verified,18.98,12.0,-58 days +03:12:00,0.3318724593495935,9.664214619292034,25.0,0,1
11100,9.91,235.36,1.0,RENT,Source Verified,26.95,17.0,-84 days +18:24:00,0.3894736842105263,10.257659366256743,60.0,0,0
6600,14.27,154.5,10.0,RENT,Source Verified,9.99,24.0,-348 days +23:12:00,0.09048781156598755,11.197365044189649,52.0,1,0
20000,17.27,499.96,10.0,RENT,Verified,18.8,12.0,-164 days +15:12:00,0.3883495145631068,10.849337086651827,42.0,0,1
33000,14.65,779.02,10.0,MORTGAGE,Verified,19.19,33.0,-331 days +06:24:00,0.33,11.512925464970229,60.0,0,0
18250,14.27,427.21,4.0,MORTGAGE,Verified,16.37,33.0,-164 days +15:12:00,0.5,10.505067539570582,60.0,0,0
27575,12.69,623.05,1.0,RENT,Verified,27.69,29.0,-200 days +02:24:00,0.30235745614035087,11.420810176062423,2.0,1,0
21675,18.64,557.98,2.0,MORTGAGE,Verified,13.25,16.0,-219 days +21:36:00,0.18685344827586206,11.661345470088502,46.0,1,0
35000,19.91,925.54,5.0,MORTGAGE,Source Verified,21.23,29.0,-120 days +05:36:00,0.20588235294117646,12.043553716032399,36.0,0,1
24925,19.03,646.98,10.0,OWN,Verified,22.91,20.0,-435 days +17:36:00,0.4748161694669867,10.86845415633432,24.0,1,0
31200,23.13,881.88,5.0,RENT,Verified,17.39,35.0,-133 days +03:12:00,0.37466226358450916,11.32990366306188,42.0,1,0
22800,13.49,524.51,4.0,RENT,Verified,23.87,26.0,-274 days +00:48:00,0.41454545454545455,10.915088464214607,37.0,0,1
30000,14.27,702.26,8.0,RENT,Source Verified,9.87,11.0,-371 days +16:00:00,0.39473684210526316,11.238488619268468,48.0,0,1
10875,17.58,273.68,3.0,MORTGAGE,Source Verified,15.1,23.0,-155 days +17:36:00,0.17261904761904762,11.05089000537367,60.0,0,0
21000,12.42,471.61,10.0,OWN,Verified,14.7,21.0,-164 days +15:12:00,0.35,11.002099841204238,60.0,0,0
23325,19.42,610.47,2.0,RENT,Verified,24.52,14.0,-93 days +16:00:00,0.35884615384615387,11.082142548877775,38.0,0,1
20000,19.42,523.45,3.0,RENT,Source Verified,13.42,20.0,-108 days +09:36:00,0.26666666666666666,11.225243392518447,6.0,0,1
18000,14.27,352.3,4.0,RENT,Verified,18.74,16.0,-160 days +16:48:00,0.20454545454545456,11.385092093460344,42.0,0,1
16000,16.77,395.67,6.0,RENT,Verified,13.66,17.0,-131 days +02:24:00,0.38095238095238093,10.645424897265505,51.0,0,1
16000,16.77,395.67,10.0,MORTGAGE,Not Verified,15.2,20.0,-139 days +00:00:00,0.4444444444444444,10.491274217438248,9.0,1,0
9850,13.49,226.6,9.0,RENT,Verified,17.32,17.0,-110 days +10:24:00,0.17699910152740342,10.926837356703691,34.0,0,1
16000,18.25,408.48,4.0,MORTGAGE,Source Verified,20.45,16.0,-98 days +14:24:00,0.3137254901960784,10.839580911706463,18.0,0,1
17500,18.64,450.51,4.0,RENT,Verified,19.78,11.0,-145 days +21:36:00,0.5,10.46310334047155,5.0,1,0
25400,18.64,653.87,10.0,OWN,Verified,11.48,26.0,-314 days +11:12:00,0.5,10.835651633566574,1.0,0,1
19200,17.58,483.18,10.0,RENT,Verified,12.69,18.0,-142 days +23:12:00,0.5012060270024747,10.553403588903796,15.0,0,1
20750,12.42,465.99,1.0,RENT,Verified,26.2,18.0,-208 days +00:00:00,0.5,10.63344870621879,37.0,0,1
6600,17.58,166.1,7.0,RENT,Source Verified,6.03,11.0,-90 days +17:36:00,0.09428571428571429,11.156250521031495,59.0,0,1
22000,14.65,519.35,1.0,RENT,Verified,12.52,14.0,-202 days +01:36:00,0.22,11.512925464970229,49.0,0,1
33950,15.96,824.88,7.0,MORTGAGE,Verified,11.28,14.0,-131 days +02:24:00,0.43525641025641026,11.26446410567173,59.0,0,1
12000,15.27,186.08,7.0,RENT,Verified,5.5,25.0,-109 days +11:12:00,0.24,10.819778284410283,59.0,0,1
16000,19.91,423.11,7.0,RENT,Verified,20.52,21.0,-159 days +17:36:00,0.19753086419753085,11.302204433654575,22.0,0,1
20975,17.58,341.63,5.0,MORTGAGE,Verified,18.79,21.0,-143 days +23:12:00,0.47670454545454544,10.691944912900398,27.0,0,1
15300,22.06,423.1,6.0,RENT,Verified,20.58,27.0,-339 days +04:00:00,0.18,11.350406535472453,60.0,0,0
17500,17.27,437.47,7.0,MORTGAGE,Not Verified,21.31,26.0,-113 days +09:36:00,0.3888888888888889,10.714417768752456,16.0,1,0
25000,13.49,575.12,10.0,MORTGAGE,Verified,14.15,21.0,-151 days +20:00:00,0.373134328358209,11.112447898373103,38.0,1,0
21000,20.3,559.89,10.0,RENT,Verified,23.21,25.0,-244 days +12:00:00,0.3,11.156250521031495,20.0,0,1
20000,13.49,460.1,1.0,RENT,Not Verified,17.68,23.0,-205 days +02:24:00,0.24390243902439024,11.314474526246391,38.0,0,1
13475,13.49,309.99,10.0,RENT,Verified,21.89,14.0,-122 days +06:24:00,0.539,10.126631103850338,22.0,1,0
7000,11.71,154.69,6.0,MORTGAGE,Verified,26.22,23.0,-392 days +08:48:00,0.10057471264367816,11.150519846322512,34.0,1,0
18000,15.27,430.78,1.0,MORTGAGE,Verified,11.41,23.0,-159 days +17:36:00,0.21428571428571427,11.33857207782545,60.0,0,0
9000,19.91,238.0,3.0,RENT,Verified,22.56,30.0,-171 days +13:36:00,0.15,11.002099841204238,22.0,1,0
20000,14.65,472.14,2.0,MORTGAGE,Verified,12.15,15.0,-225 days +18:24:00,0.35714285714285715,10.933106969717286,60.0,0,0
18000,19.03,467.23,3.0,RENT,Source Verified,11.32,16.0,-78 days +21:36:00,0.2,11.407564949312402,60.0,0,0
20000,16.77,494.59,7.0,RENT,Verified,22.82,22.0,-204 days +00:48:00,0.4,10.819778284410283,60.0,0,0
18000,15.96,365.67,6.0,MORTGAGE,Verified,23.41,38.0,-338 days +03:12:00,0.1978021978021978,11.418614785498987,22.0,0,1
25000,19.42,654.31,10.0,RENT,Verified,20.04,24.0,-138 days +00:48:00,0.4166666666666667,11.002099841204238,36.0,1,0
25000,19.03,648.93,3.0,MORTGAGE,Verified,17.15,19.0,-76 days +22:24:00,0.29411764705882354,11.350406535472453,50.0,0,1
16800,18.25,428.9,10.0,MORTGAGE,Verified,21.5,18.0,-150 days +20:48:00,0.24,11.156250521031495,29.0,0,1
25000,19.42,654.31,10.0,RENT,Verified,21.13,42.0,-138 days +00:48:00,0.23809523809523808,11.56171562913966,54.0,1,0
20000,19.03,355.62,5.0,RENT,Verified,18.06,28.0,-209 days +00:00:00,0.3333333333333333,11.002099841204238,35.0,0,1
12000,14.65,283.28,1.0,RENT,Verified,16.13,28.0,-135 days +02:24:00,0.16,11.225243392518447,23.0,1,0
11700,14.65,276.2,3.0,RENT,Verified,18.17,21.0,-78 days +21:36:00,0.1708029197080292,11.134589024250317,18.0,0,1
20000,13.49,460.1,3.0,RENT,Verified,9.09,19.0,-153 days +19:12:00,0.29411764705882354,11.127262984158243,47.0,0,1
12000,18.25,306.36,3.0,RENT,Verified,15.24,14.0,-66 days +00:48:00,0.27906976744186046,10.668955394675699,39.0,0,1
15000,18.64,386.15,8.0,MORTGAGE,Verified,17.97,24.0,-160 days +17:36:00,0.15789473684210525,11.461632170582678,45.0,0,1
22500,16.77,556.41,4.0,RENT,Verified,10.91,12.0,-240 days +13:36:00,0.4639175257731959,10.789319076925574,36.0,0,1
16000,18.25,408.48,10.0,MORTGAGE,Verified,18.39,23.0,-122 days +06:24:00,0.32653061224489793,10.799575577092764,22.0,1,0
24500,20.89,661.3,4.0,RENT,Verified,9.09,8.0,-94 days +16:00:00,0.28823529411764703,11.350406535472453,4.0,1,0
21400,19.42,560.09,3.0,RENT,Verified,19.66,44.0,-138 days +00:48:00,0.2675,11.289781913656018,22.0,0,1
30000,19.03,500.33,10.0,MORTGAGE,Verified,26.82,29.0,-147 days +21:36:00,0.375,11.289781913656018,29.0,0,1
15000,19.91,396.66,4.0,RENT,Verified,20.85,18.0,-100 days +13:36:00,0.29411764705882354,10.839580911706463,28.0,0,1
22400,22.74,628.13,6.0,RENT,Not Verified,7.02,16.0,-475 days +04:48:00,0.2635294117647059,11.350406535472453,41.0,1,0
21000,18.25,536.13,2.0,RENT,Verified,13.55,23.0,-100 days +13:36:00,0.19090909090909092,11.608235644774552,60.0,0,0
18000,20.3,479.9,2.0,RENT,Verified,17.98,15.0,-87 days +19:12:00,0.2647058823529412,11.127262984158243,45.0,0,1
